sentence,target,idx
Anson shot the dinosaur with his rifle in the jungle,0,7773
I often have eaten muffins.,0,7775
He kicked himself,0,7776
Gilgamesh has not read the cuneiform tablets.,0,7777
"He might maybe do that, mightn't he?",1,7778
I intended for Jenny to be present.,0,7779
Whose poem about Achilles did Homer persuade Jason that he should read?,1,7781
Jason would prefer for Medea to have cursed Agamemnon.,0,7782
I asked who Medea gave what?,1,7783
I have every hope that you will defeat him.,0,7784
Paris is no more,0,7785
He will can do it,0,7786
We believed him to be the headmaster,0,7787
Who kissed who?,1,7788
Who did you say that John thought would leave early?,1,7789
Cassandra has warned Agamemnon again.,0,7793
Gilgamesh has been fighting the dragon.,0,7794
Lucy's photograph of Jane,0,7795
Who did Jason think Medea had poisoned?,1,7796
Gilgamesh may have quickly cast the spell,0,7797
The potion boiled over,0,7800
There arrived a new actor.,0,7801
I ate fruit,0,7802
I hoped that you would defeat him.,0,7803
Who seems to be certain to leave first?,1,7804
His hen loves Anson.,0,7806
I ate a mango and Gillian did too.,0,7807
Why did you eat the cake?,1,7808
Perhaps Gilgamesh should be leaving,0,7810
I want to can do it,0,7811
Jason intended for him to learn magic.,0,7812
I went to the shop for to get bread.,0,7813
I asked which king invaded which city.,0,7814
We made the claim that Perseus killed the Gorgon.,0,7815
Plato listened to DP Demosthenes' oration about Philip.,0,7816
The old house collapsed.,0,7817
How are you feeling?,1,7819
Aphrodite misses Gilgamesh.,0,7820
Anson very happily demonized David.,0,7821
That Plato loved Aster proved to be his undoing.,0,7822
Hasn't the potion worked?,1,7823
Bill's reading Shakespeare satisfied me,0,7824
Every vampire slept.,0,7825
I might be leaving soon.,0,7826
The man I saw left.,0,7828
"Because they hated him, the druids forced Jason to live in a cupboard",0,7830
We kicked ourselves,0,7831
Did Medea poison Jason?,1,7832
Aphrodite freed animals,0,7833
The book was donated to the hospital.,0,7834
Medea poisoned more children than Jason did.,0,7835
Nathan showed Benjamin himself in the mirror.,0,7836
That Plato loved Aster deeply was obvious.,0,7837
He kicked him,0,7838
Jason expected the doctor to treat Medea,0,7839
The therapist's analysis of Lucy,0,7840
Where are you living?,1,7841
Who showed what to who?,1,7842
"Medea thought that, after the executioner had left, Poseidon would be relieved.",0,7843
The consul's gift of the gladiator to himself.,0,7844
All the dragons have been slain.,0,7845
Gilgamesh should slowly be tickling the mandrake.,0,7846
Odysseus planned to hear the sirens.,0,7847
Bill reading Shakespeare and Maureen singing Schubert satisfies me,0,7848
The shooting of the hunters was very loud.,0,7849
Truman punched Johnson,0,7853
He became fond of peanuts.,0,7854
The therapist analysed Lucy,0,7855
Dracula thought himself to be the Prince of Darkness.,0,7856
Athena introduced Medea to Jason,0,7858
"He'll no can do it, will he?",1,7859
Anson is incredibly difficult to please.,0,7860
It was claimed by everyone that the poison was neutralised,0,7861
The banana is being eaten by that monkey.,0,7862
I want to kiss pigs,0,7863
Burn letters to him!,0,7864
His analysis of her was flawed,0,7865
Did the potion boil over?,1,7866
I didn't see him ever.,0,7867
We all thought him to be unhappy,0,7869
Which book are you reading?,1,7870
That monkey is eating the banana.,0,7871
That bottle of water might have cracked open.,0,7872
Who did Gilgamesh believe to have kissed Aphrodite?,1,7873
Paul had three affairs . . .,0,7874
Close the door!,0,7875
I was eating not a peach but an apple,0,7876
Which poem did you go to hear a recital of last night?,1,7877
I have sent 0 letters to Environmental Heath.,0,7879
Why did you kill Pegasus?,1,7880
Aphrodite does free animals,0,7881
Gilgamesh will seek Ishtar,0,7882
I assumed him to be innocent,0,7883
I am being whipped,0,7884
Never will I do syntax again.,0,7885
The children wail,0,7886
Mary fell.,0,7887
I inquired if we could leave early.,0,7888
Benjamin gave the cloak and sent the book to Lee,0,7889
Hera tried to appear to be happy.,0,7890
The Emperor's every wish was immediately carried out.,0,7895
Jenny has eaten a cake.,0,7896
The sheep cry,0,7899
"He can't possibly do that, can he",0,7900
We believed that Aphrodite was omnipotent.,0,7901
Which book about Ulysses did you say that you would read?,1,7902
Gilgamesh is not reading the cuneiform tablets.,0,7904
Jason persuaded Medea to try to run away.,0,7905
We believed Aphrodite to be omnipotent,0,7906
That bottle of water might have.,0,7907
I don't remember what all I said?,1,7908
That Aphrodite was so promiscuous astounded the other gods.,0,7910
I claimed that she was pregnant,0,7912
David wrote that you said that Anson thought that Julie had fainted,0,7914
It rained,0,7916
"Poseidon was asleep, when the executioner arrived.",0,7917
People are in the garden,0,7918
Anson became happy,0,7919
It is tough to teach syntax.,0,7920
"There's going to be a party, isn't there?",1,7921
They brought the hat to the teacher,0,7923
What Medea attempted was to poison her children.,0,7924
Benjamin gave the cloak 0 and sent the book to Lee,0,7925
The man chuckles,0,7926
Milena will make pasta.,0,7927
Aphrodite did free animals,0,7928
Gilgamesh should seek Ishtar,0,7929
They depend on Mary.,0,7930
Humans love to eat the old pigs.,0,7935
It's under the bed that's the best place to hide,0,7937
He left.,0,7938
That picture of her pleases Jenny.,0,7939
Constantly reading Shakespeare satisfied me,0,7940
There was a dragon in the cave.,0,7941
People like lard.,0,7942
These ones are to be smuggled from Hungary.,0,7943
We donated a chopper to the new hospital,0,7946
These expensive and illegal bottles of Absinthe are to be smuggled from Hungary.,0,7947
A programme about Euripides is on a Radio 4 tonight.,0,7948
Lucy's analysis was the most successful,0,7949
Medea tried to poison her children.,0,7951
What I said was that we would go.,0,7953
There are many fish in the sea.,0,7954
Jason gave the poisoned clothes to who?,1,7955
Benjamin said he would run away and he did.,0,7957
Who is sailing to Ithaca?,1,7958
They sat on Mary.,0,7959
Julie filed letters to herself.,0,7960
He looked it up,0,7961
Who's there?,1,7962
He might no could have done it,0,7964
The sheep cries,0,7966
For Aphrodite to appear to be happy would be impossible.,0,7967
"If one were to steal talismans from witches, then that would be dangerous.",0,7970
Bill did not destroy the world.,0,7971
Both the twins might have been at the party.,0,7972
That Plato loved Aster was obvious.,0,7973
The pigs grunt,0,7974
The analysis of Lucy took longer than that of Gomez.,0,7978
I climbed up the tree.,0,7980
I inquired when we could leave.,0,7981
Where Alison and David soaked their feet was in the kitchen,0,7982
That photograph of Jane of Lucy's,0,7984
The constant reading of Shakespeare satisfied me,0,7985
What she thought was that the poison was neutralised,0,7987
"Because she had got the highest marks, Medea was happy",0,7988
When did you arrive?,1,7989
Which poisonous plant is it certain that we will find in Amazonia?,1,7990
The microphone salesman's 0 irritating patter was relentless.,0,7991
The Paris I used to know is no more,0,7992
Sam gave the cloak to Lee and gave the magic chalice to Matthew.,0,7993
Gilgamesh has eaten the honey,0,7994
"I will eat a mango, and Gillian will too.",0,7995
Computer viruses increased in virulence last year.,0,7996
"At Trade, Anson danced extremely frantically",0,7997
Richard is going to chop some wood.,0,7998
The poem that Homer wrote.,0,7999
Who did drink the poison?,1,8000
Evan's every idea was completely insane.,0,8001
"Sally is making scones, and Gillian is too.",0,8002
Everyone claimed that the poison was neutralized.,0,8003
That Jason arrived infuriated Medea.,0,8005
"Medea was happy, because she had got the highest marks",0,8006
Keep yourself clean!,0,8007
Cassandra has foretold disaster again.,0,8008
Bill's reading of Shakespeare satisfied me,0,8009
Who poisoned who?,1,8010
Pigs love truffles.,0,8011
Owners of pigs love truffles,0,8012
"So quickly did the vampire move, that we barely saw him.",0,8013
Humans love to eat those pigs.,0,8014
Jason persuaded Medea to be treated by the doctor,0,8017
It is true that I might be doing something other than going to the party.,0,8018
Jason expected Medea to be treated by the doctor,0,8019
Moya said she liked football.,0,8021
Anson became the Mayor,0,8022
Kane ate dirt.,0,8023
Benjamin gave the cloak to Nathan,0,8024
"Poseidon had run away, because the executioner murdered Hera.",0,8026
A description of Aristotle is in the book.,0,8027
Julie and Jenny did.,0,8028
It's quarter past four.,0,8029
Owners of a pig love to eat truffles.,0,8030
No one expected Agamemnon to to win,0,8032
Euclid was interested in Plato's description of geometry.,0,8033
Medea poisoned who?,1,8036
which city the claim that Philip would invade.,0,8042
I haven't left yet,0,8043
Who ate the cake?,1,8046
Why did you say that you were leaving?,1,8047
Michael left Meg,0,8048
The reading of Shakespeare satisfied me,0,8050
No one expected to win.,0,8053
The bear sniffs,0,8055
It hung on the wall.,0,8056
Know yourself!,0,8059
Agamemnon attempted to behave well.,0,8060
Julie felt he was there,0,8061
He thought that Dracula was the Prince of Darkness.,0,8062
I have eaten already,0,8063
It is not true that I have left yet.,0,8064
I could have been flying helicopters by now.,0,8066
I asked if Medea poisoned Jason.,0,8069
Who did you persuade to go?,1,8070
What did you get all for Xmas?,1,8071
Some disgruntled old pigs in those ditches love truffles,0,8072
Jason was killed.,0,8073
Gilgamesh is in the dungeon.,0,8077
Anson will come to the party.,0,8078
Gilgamesh has never flown a dragon.,0,8079
"His analysis, I never liked.",0,8081
That bottle of water might.,0,8082
She took a picture of the phoenix,0,8084
Who did Medea poison?,1,8086
I tried for to get them.,0,8087
Who did you introduce Athena to?,1,8088
Can I keep the screwdriver just like a carpenter keep the screwdriver?,1,8089
Jason refrained from casting the spell,0,8090
Andrew likes lard on his sandwiches,0,8091
Who seemed to have left first?,1,8092
Hierarchy of Projections:,0,8094
We decided to paint the bathroom a lurid lime green colour.,0,8095
She kicked her,0,8096
I believed there to be three books on the subject.,0,8098
Which girl ate the cake?,1,8100
That Plato lived in the city of Athens was well-known.,0,8101
For you to do that would be a mistake.,0,8103
I believe she is pregnant,0,8105
No one expected him to to win.,0,8106
"He'll no can do it, can he?",1,8107
"Raffi slept well, and Gillian will too",0,8109
He's bound to should do it,0,8110
It might have cracked open,0,8111
Where did Perseus see the Gorgon?,1,8112
The scissors are lost,0,8113
Gilgamesh should be slowly tickling the mandrake,0,8114
I believed she was pregnant,0,8117
Anson gave Fluffy to Jenny.,0,8118
The very old and extremely wise owl.,0,8119
The owl hated the evil bat and loved the wise eagle.,0,8122
No one could remove the blood on the wall,0,8123
The boys should could all go,0,8127
Anson danced extremely frantically at Trade.,0,8129
Julie became a fond of Lloyd.,0,8132
Lee's youngest and Dawn's oldest son ran away.,0,8133
Anson kicked the cat,0,8134
Merlin is extremely evil.,0,8135
Syntax is easy to pretend that you can teach.,0,8136
I want to eat macaroni,0,8137
Which ode did which poet write?,1,8138
Who drank the poison?,1,8140
What Medea arranged was for her children to be poisoned.,0,8141
No one's mother had baked anything.,0,8142
What kind of actor is he?,1,8143
What did she eat?,1,8144
I have often a cold.,0,8146
Who did Maria say that she'd kiss and kick?,1,8147
Where did they go all for their holidays?,1,8148
They came running over the hill and through the woods,0,8149
How quickly did you eat the cake?,1,8151
Many fish are in the sea.,0,8152
They arrived first,0,8153
People were playing on the beach.,0,8154
The bears sniff,0,8159
His book,0,8161
He looked the number up,0,8162
Has Jenny eaten a cake?,1,8163
Which goddess helped us?,1,8164
Medea killed Jason.,0,8165
Ron certainly will buy a dog.,0,8166
Which king did you wonder invaded which city?,1,8169
No one expected Agamemnon to win.,0,8170
Gilgamesh never flies dragons.,0,8172
The dragons have all been slain.,0,8174
The amoeba coughed and then it fainted.,0,8176
I want to sing,0,8177
He will can go,0,8178
Having read Shakespeare satisfied me,0,8180
Gilgamesh may seek Ishtar,0,8183
The librarian likes books.,0,8184
Alison and David soaked their feet after dinner,0,8185
Mary is faster than John is.,0,8186
Alison and David soaked their feet in the kitchen,0,8187
Did you see Mary?,1,8189
"Raffi has made pasta, and David has too.",0,8190
There seemed to be three men in the garden.,0,8191
That Medea murdered Jason didn't surprise anyone.,0,8192
Moya's football team loved her,0,8193
Jason persuaded Medea that she should desert her family,0,8195
Every reading of Shakespeare satisfied me,0,8197
"When the executioner arrived, Poseidon was asleep",0,8199
They kicked themselves,0,8200
Many vampires have become vegetarian.,0,8201
John saw Stephan,0,8204
I like Anson,0,8207
The dragons simply all died out.,0,8208
Gilgamesh did not fly the dragon.,0,8209
Which goddess might help us?,1,8210
Humans love to eat pigs.,0,8211
Which poem about Achilles did Homer recite?,1,8212
The boys should all could go,0,8213
The shield that saved Achilles life.,0,8215
Evan's every desire,0,8216
I wondered whether Medea had fled.,0,8217
I have eaten my hat already,0,8218
Jenny swallowed the fly,0,8220
The flying car hit the tree in the air,0,8221
I have a book.,0,8222
Jason thought of defending the dragon,0,8223
It seems that Agamemnon is a maniac,0,8224
We claimed that Perseus had killed the Gorgon,0,8226
We need some technician to help us.,0,8227
I have been flying helicopters for years.,0,8229
Sam gave the cloak to Lee and the magic chalice to Matthew.,0,8230
No reading of Shakespeare satisfied me,0,8232
What did he reply?,1,8233
I asked which city which king invaded.,0,8235
"Raffi makes pesto pasta, and David does too",0,8236
Eat dirt!,0,8237
Look after yourself!,0,8238
Arthur gave the tapestry to Lancelot.,0,8240
We took the car to the town,0,8241
Benjamin gave the cloak to Lee.,0,8242
Not reading Shakespeare satisfied me,0,8243
Gilgamesh has not been reading the cuneiform tablets,0,8245
When Alison and David soaked their feet was after dinner,0,8247
This problem's analysis is made a lot easier when you understand differential equations.,0,8248
Who asked which statue which tourist had taken a photo of?,1,8251
Willow said that she'd kiss Tara and kick Xander.,0,8252
I climbed right up the tree.,0,8253
All the dragons had escaped.,0,8254
Who did you attempt to force Jason to kill?,1,8255
I thought of the moon,0,8256
I wondered had he left yet.,0,8258
I thought she was pregnant,0,8259
I arranged for him to see her.,0,8260
It was over the hill and through the woods that they came running,0,8261
Who did you ask saw what?,1,8262
Gilgamesh arrived,0,8264
Oil spread over the sea shore.,0,8266
What Jason asked was whether the potion was ready,0,8267
Have you seen Mary? I have vP seen Mary,0,8269
It seems that Agamemnon left.,0,8270
Those monkeys are eating the banana.,0,8271
Anson tried to shave himself.,0,8275
It is not allowed to incriminate oneself.,0,8278
The analysis of the problem was flawed,0,8279
Which goddess did help us?,1,8280
Poseidon appears to have turned out to have left.,0,8281
How fond of Esther is Agamemnon?,1,8286
Ron heard a discussion in the foyer,0,8287
The students demonstrated the technique this morning,0,8289
He walked up the hill.,0,8290
Aphrodite said he freed the animals and free the animals he did,0,8294
Did you drink the poison?,1,8295
Whether Agamemnon had triumphed was unknown.,0,8296
I often have a cold.,0,8298
Didn't the magic work?,1,8301
Anson thought Julie had fainted,0,8302
The horse fell,0,8303
Burn letters to Peter!,0,8305
Genie intoned the prayer,0,8306
Gilgamesh didn't fly the broomstick.,0,8307
"Ron's likely to be on the Web, isn't he?",1,8308
Bill's reading Shakespeare and Maureen's singing Schubert satisfy me,0,8309
Paul had an affair,0,8312
Poseidon appears to own a dragon,0,8313
The twins might have both been at the party.,0,8314
That I should evaporate is my fondest dream,0,8316
What Gilgamesh may do is seek Ishtar,0,8317
You said that Anson thought that Julie had fainted,0,8318
The owl hated the evil bat and the wise eagle,0,8319
What did John buy?,1,8320
Agamemnon forced Aphrodite to leave the school.,0,8321
There is a description of Aristotle in the book.,0,8322
Humans love to eat them.,0,8324
Perhaps Iphigenia will have murdered Oedipus by tomorrow.,0,8326
"So that he could escape, Jason became invisible",0,8327
I asked did Medea poison Jason.,0,8329
Agamemnon stopped Jason from casting the spell,0,8330
No one wanted any cake.,0,8331
I wanted Jimmy for to come with me.,0,8332
They should have all sent Oedipus to Thebes,0,8334
I asked Anson if he was happy,0,8337
Daniel became a blond.,0,8338
It was the man I saw that you wanted to meet.,0,8340
That photograph by Gomez of Pugsley of Lucy's,0,8341
I ate that.,0,8342
It snowed,0,8343
Aphrodite said he would free the animals and free the animals he will,0,8344
That the golden thread would show Jason his path through the labyrinth was,0,8345
Julie and Jenny arrived first,0,8346
What have you eaten?,1,8347
Who has drunk my whiskey?,1,8350
"I'd planned to have finished, and finished I have",0,8353
Ron expected the sack.,0,8354
That I am here proves that I care.,0,8355
Gilgamesh misses Aphrodite,0,8357
That Plato loved Aster seemed to be known by everyone.,0,8359
"When dining with evil crocodiles, it is advisable to wear armour.",0,8360
Did the magic work?,1,8362
Who has drunk the poison?,1,8363
Benjamin said he would give the cloak to Lee and give the cloak to Lee he did.,0,8364
"Jason became invisible, so that he could escape",0,8365
Aphrodite may quickly free the animals.,0,8366
The horse galloped,0,8367
How quickly did the Greeks take Troy?,1,8368
Some happy pigs which can fly love truffles,0,8369
Julie felt a twinge in her arm,0,8370
The wizard turned the beetle into beer with a wave of his wand,0,8371
Kick me!,0,8373
We wanted to eat cake,0,8374
Gomez's photograph of Pugsley belonging to Lucy.,0,8375
All the boys should could go,0,8376
Julie maintained her own ideas over the course of the argument.,0,8377
The intrepid pirate and the fearful captain's mate sunk the galleon.,0,8378
Gilgamesh might not have been reading the cuneiform tablets.,0,8379
It was obvious that Plato loved Aster obvious.,0,8380
He loves him,0,8381
We all thought he was unhappy,0,8382
Anson believed the report.,0,8384
I looked the number up.,0,8385
No vampire slept.,0,8387
"After the executioner left, Poseidon wept.",0,8388
Peter was at the party,0,8389
That he is coming is clear.,0,8393
Where all did they go for their holidays?,1,8396
Gilgamesh decided not to kill Ishtar,0,8397
Bill reading Shakespeare satisfied me,0,8398
Perseus saw the Gorgon in his shield.,0,8399
"Poseidon would run away, if the executioner murdered Hera.",0,8400
What did you say (that) the poet had written?,1,8402
I saw people playing there on the beach.,0,8403
I didn't want any cake.,0,8405
That I should kiss pigs is my fondest dream,0,8406
"Ron failed biology, unfortunately",0,8408
The men chuckle,0,8409
I expected there to be a problem.,0,8410
"Gilgamesh wanted to seduce Ishtar, and seduce Ishtar he did .",0,8411
Harry collapsed.,0,8412
I asked who saw what.,0,8413
He has been happy,0,8417
"Poseidon had run away, before the executioner murdered Hera.",0,8418
Merlin is a dangerous sorcerer.,0,8422
Anson saw Anson.,0,8423
I am to eat macaroni.,0,8424
"Poseidon had escaped, before the executioner arrived.",0,8425
Owners love truffles,0,8426
Humans love to eat owners of pigs.,0,8429
Those pigs love truffles,0,8432
I'd planned to have finished by now.,0,8434
Has the potion not worked?,1,8435
What I love is toast and sun dried tomatoes,0,8436
Mary ran.,0,8437
He replied that he was happy.,0,8441
No one could remove the blood from the wall,0,8442
Julie maintained that the barman was sober.,0,8443
Benjamin gave Lee the cloak.,0,8445
Aphrodite wanted Hera to persuade Athena to leave.,0,8446
Gilgamesh is fighting the dragon.,0,8447
I claimed she was pregnant,0,8448
"For Jenny, I intended to be present.",0,8449
Gilgamesh missed Aphrodite,0,8450
She might be pregnant.,0,8451
Anson demonized David at the club.,0,8453
Jason asked whether the potion was ready,0,8454
Frieda closed the door,0,8455
Medea might have given Jason a poisoned robe (just treat a poisoned robe as an NP,0,8457
Quickly kiss Anson!,0,8458
Julie felt hot,0,8460
Agamemnon expected Esther to seem to be happy.,0,8461
That the answer is obvious upset Hermes.,0,8463
Homer recited the poem about Achilles?,1,8465
No vampire can survive sunrise.,0,8466
Under the bed is the best place to hide,0,8467
Anson appeared,0,8468
There seems to be a problem.,0,8469
I intoned that she was happy,0,8471
Medea saw who?,1,8473
No one expected that Agamemnon would win.,0,8474
Believing that the world is flat gives one some solace.,0,8475
Kick them!,0,8476
Medea wondered if the potion was ready,0,8480
Who all did you meet when you were in Derry?,1,8481
Who did you hear an oration about?,1,8482
Alison ran,0,8483
Romeo sent letters to Juliet.,0,8484
Richard's gift of the helicopter to the hospital and of the bus to the school.,0,8485
Nathan caused Benjamin to see himself in the mirror.,0,8486
a. Madeleine planned to catch the sardines and she did.,0,8487
I did not understand.,0,8490
Gilgamesh loved Ishtar and Aphrodite did too,0,8491
We believed him to be omnipotent,0,8492
David ate mangoes and Raffi should too.,0,8494
Julie and Fraser ate those delicious pies in Julie's back garden.,0,8495
The old pigs love truffles,0,8496
The boys all should could go,0,8497
Aphrodite quickly freed the animals,0,8498
Paul had two affairs,0,8499
What Alison and David did was soak their feet in a bucket,0,8500
Anson demonized David almost constantly.,0,8501
Anson's hen nibbled his ear.,0,8503
"Before the executioner arrived, Poseidon had escaped",0,8506
Gilgamesh didn't leave.,0,8507
Genie intoned that she was tired,0,8508
Look at all these books. Which book would you like?,1,8509
I don't remember what I said all?,1,8512
The pig grunts,0,8513
People are stupid,0,8515
What I arranged was for Jenny to be present.,0,8516
I compared Ginger to Fred,0,8517
Which poet wrote which ode?,1,8519
How did Julie ask if Jenny left?,1,8520
Dracula thought him to be the Prince of Darkness.,0,8521
I must eat macaroni.,0,8523
I asked who John would introduce to who.,0,8524
Reading Shakespeare satisfied me,0,8526
Humans love to eat owners.,0,8527
Gilgamesh fears death and Achilles does as well,0,8528
How did Julie say that Jenny left?,1,8532
Show me letters!,0,8533
The readings of Shakespeare satisfied me,0,8534
Anson demonized David every day.,0,8535
The students demonstrated this morning,0,8536
We believed Aphrodite to be omnipotent.,0,8537
Emily caused Benjamin to see himself in the mirror.,0,8538
Nothing like that would I ever eat again.,0,8540
Where has he put the cake?,1,8541
Jason persuaded Medea to desert her family,0,8542
Gilgamesh perhaps should be leaving.,0,8543
Gilgamesh hasn't kissed Ishtar.,0,8544
It is easy to slay the Gorgon.,0,8548
I had the strangest feeling that I knew you.,0,8549
What all did you get for Christmas?,1,8550
The weights made the rope stretch over the pulley.,0,1
The mechanical doll wriggled itself loose.,0,2
"If you had eaten more, you would want less.",0,3
"Mary listens to the Grateful Dead, she gets depressed.",0,7
"The angrier Mary got, the more she looked at pictures.",0,8
"The higher the stakes, the lower his expectations are.",0,9
"The more Fred is obnoxious, the less attention you should pay to him.",0,10
John was lots more obnoxious than Fred.,0,11
"The more people you give beer to, the more people get sick.",0,12
"The more pictures of him that appear in the news, the more embarrassed John becomes.",0,14
"Every senator seems to become more corrupt, as he talks to more lobbyists.",0,15
Marianne did not leave.,0,17
He could not] have been working.,0,18
He can not have been working.,0,19
You will believe Bob.,0,20
John has not kissed Mary.,0,21
I said that never in my life had I seen a place like Bangor.,0,22
There tended to be a lot of discussion.,0,24
John tried to be a good boy.,0,25
John is eager.,0,26
We want John to win.,0,27
Water bubbled up out of the kettle.,0,30
The tub leaked water.,0,31
The tank leaked the fluid free.,0,34
John lay the ball in the box.,0,35
John owns the book.,0,36
We persuaded Mary to leave and Sue to stay.,0,37
"Most people probably consider, even though the courts didn't actually find, Klaus guilty of murder.",0,38
"Clearly, John probably will immediately learn French perfectly.",0,40
The men will all leave.,0,42
John went home.,0,43
It is nice to go abroad.,0,46
I remembered having kissed Mary.,0,48
"I can't believe Fred won't, either.",0,49
"John wants to read Fred's story, and I also want to.",0,50
"Mary will read Fred's story, and Joe will read Holly's.",0,52
"Mary claimed that eating cabbage, Holly shouldn't.",0,53
"If I can, I will work on it.",0,55
"Joe's neuroses bother his patrons, and Sally does too.",0,56
"I know which book Mag read, and which book Bob said that you hadn't.",0,59
I'm sure I would like him to eat fruit more than I would cookies.,0,61
Rusty talked about himself only after Mary did talk about him.,0,62
Fred talked about everything before Rusty did talk about something.,0,63
John often meets Mary.,0,64
A hundred men surrounded the fort.,0,66
We elected me.,0,67
Mary has always preferred lemons to limes.,0,69
He let the cats which were whining out.,0,70
What did Bill buy?,1,71
Mary saw the boy walking toward the railroad station.,0,72
He attributed to a short circuit which was caused by an overloaded transducer the fire which destroyed most of my factory.,0,74
Muriel said nothing else than that she had been insulted.,0,79
I feel that Arch will show up.,0,81
"Tom picked these grapes, and I washed some turnips, and Suzie will prepare these grapes.",0,84
Where did you go and who ate what?,1,85
How sane is Peter?,1,87
I live at the place where Route 150 crosses the River and my dad lives at the place where Route 150 crosses the Hudson River too.,0,88
Who is she trying to make up to now?,1,90
Mike talked about politics yesterday to my friends.,0,92
It was expected by the reporters that the principal would fire some teacher.,0,93
We donated wire for the convicts to build cages with.,0,96
Do you believe the claim that somebody was looking for something?,1,98
I won't ask you to believe that he tried to force me to give her any money.,0,99
That Sam sometimes didn't sleep must have pleased somebody.,0,100
I talked to Winston about himself.,0,101
"That the fuzz wanted him worried John, but that the fuzz wanted her didn't worry Mary.",0,102
I'll work on it if Sam will be working on it.,0,103
I'll work on it if I can.,0,104
"Fluffy is sick, which not everybody knows.",0,106
Maxwell is quite a doctor.,0,107
"Sally is tall, and may be blond, and Sheila is short, and definitely is, blond.",0,109
I have to try to finish grading some papers.,0,110
It is easy to play sonatas on this violin.,0,112
This violin is difficult to play sonatas on.,0,113
"Poor Bill, it had started to rain and he had no umbrella.",0,115
That girl was given my binoculars by him.,0,118
Bill didn't allege that Roger had eaten anything.,0,119
Nobody who hates to eat anything should work in a delicatessen.,0,120
Everybody around here who ever buys anything on credit talks in his sleep.,0,121
That you will marry any student is not certain.,0,125
Felicia kicked the ball off the bench.,0,126
I sent the package halfway around the world.,0,127
Park Square has a festive air.,0,130
The worker will have a job.,0,131
"We launched the rocket to the moon, but it blew up before it got there.",0,133
"Sarah promised Catherine her old car, but then gave it to her son instead.",0,134
The farmer loaded the cart with apples.,0,136
Martha carved the baby a toy out of wood.,0,138
The bread cuts easily.,0,139
Janet broke the cup.,0,141
The visitor rang the bell.,0,142
We pulled free.,0,143
That movie always shocks people.,0,144
That movie always shocks.,0,145
Bill sent a package to Tom.,0,147
That acorn will grow into an oak tree.,0,148
He turned into a frog.,0,149
I mixed the sugar into the butter.,0,150
Mira condemned Terry for the accident.,0,152
We investigated the area for bombs.,0,153
I sensed his eagerness.,0,154
The earth was believed to be round.,0,156
Sarah smiled a charming smile.,0,157
Sandra beamed a cheerful welcome.,0,158
You've really lived it up.,0,159
Jessica loaded boxes under the wagon.,0,162
Jessica loaded boxes on the wagon.,0,163
Carla shoveled the walk.,0,166
Nora sent the book.,0,167
Nora sent Peter the book.,0,168
Carla slid the book.,0,169
Amanda carried the package to Pamela.,0,171
We offered a job to her.,0,174
Brown presented a plaque to Jones.,0,176
Carmen bought Mary a dress.,0,177
Carmen obtained the spare part at the hardware store.,0,178
Frances hid the presents in the drawer.,0,180
The needle poked the cloth.,0,181
Carrie touched that cat.,0,182
Linda taped the picture to the wall.,0,184
Linda taped the picture onto the wall.,0,185
The child and her mother clung together.,0,186
This flyer and that flyer differ.,0,187
The gardener grew that acorn into an oak tree.,0,190
Susan whispered the news.,0,193
Susan whispered at Rachel.,0,194
Ellen said that melons were selling well.,0,195
Ellen warned Helen against skating on thin ice.,0,197
Cynthia nibbled on the carrot .,0,198
Paul laughed at Mary.,0,200
Sharon fainted from hunger.,0,203
The witch poisoned the children.,0,204
A grandfather clock ticked in the hallway.,0,205
Over the fire there bubbled a fragrant stew.,0,207
Soaring temperatures are predicted for this weekend.,0,208
The voices echoed in the hall.,0,210
The stream twists through the valley.,0,211
A wonderful opportunity presented itself to him yesterday.,0,213
Out of the box jumped a little white rabbit.,0,214
Penny skated around the rink.,0,215
Jackie accompanied Rose.,0,216
The cake that Jones got was more delicious than the one that Smith got.,0,219
We recommend to eat less cake and pastry.,0,220
I saw that gas can explode.,0,221
He washed her.,0,222
did the policeman meet in the park?,1,227
John put old books in the box.,0,228
I don't know if I should agree.,0,231
John bought a book on the table.,0,232
John called the president a fool.,0,233
I forgot how good beer tastes.,0,234
This teacher is a genius.,0,235
John ate his noodle quietly.,0,237
A smith hammered the metal.,0,238
Sandy removed her ballet shoes.,0,239
This week will be a difficult one for us.,0,240
Benny worked in a shoe factory when he was a student.,0,241
Everyone hoped that she would sing.,0,242
This proved a decisive factor.,0,243
The crocodile devoured the doughnut.,0,244
John is afraid of Bill.,0,245
John placed Kim behind the garage.,0,247
John put the book in the box.,0,249
John taught English Syntax to new students.,0,250
John regards Bill as a good friend.,0,251
The chickens seem fond of the farmer.,0,253
The rules require that the executives be polite.,0,254
They were taking a hard look at possible FTA.,0,256
The committee will study the feasibility of setting up a national computer network.,0,258
We made them be rude.,0,259
"After reading the pamphlet, Judy threw it into the garbage can.",0,260
I read some of the book.,0,262
Most of the fruit is rotten.,0,263
It is a golden hair.,0,266
The boy in the doorway waved to his father.,0,267
"That dog is so ferocious, it even tried to bite itself.",0,268
John tried to please Stephen.,0,272
John tries to leave the country.,0,275
Under the bed seems to be a fun place to hide.,0,276
John can kick the ball.,0,279
John was found in the office.,0,282
It did not rain.,0,284
John wants not to leave the town.,0,285
